name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Beautifly,"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly Pok¨¦mon,50,1000000,1,60,Agehunt¥¢¥²¥Ï¥ó¥È,50,267,100,50,65,bug,flying,28.4,3,0
Cascoon,['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pok¨¦mon,55,1000000,0.7,50,Mayuld¥Þ¥æ¥ë¥É,50,268,25,25,15,bug,,11.5,3,0
Dustox,"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth Pok¨¦mon,70,1000000,1.2,60,Dokucale¥É¥¯¥±¥¤¥ë,50,269,50,90,65,bug,poison,31.6,3,0
Lotad,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pok¨¦mon,30,1059860,0.5,40,Hassboh¥Ï¥¹¥Ü©`,50,270,40,50,30,water,grass,2.6,3,0
Lombre,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pok¨¦mon,50,1059860,1.2,60,Hasubrero¥Ï¥¹¥Ö¥ì¥í,50,271,60,70,50,water,grass,32.5,3,0
Ludicolo,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pok¨¦mon,70,1059860,1.5,80,Runpappa¥ë¥ó¥Ñ¥Ã¥Ñ,50,272,90,100,70,water,grass,55,3,0
Seedot,"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn Pok¨¦mon,50,1059860,0.5,40,Taneboh¥¿¥Í¥Ü©`,50,273,30,30,30,grass,,4,3,0
Nuzleaf,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pok¨¦mon,40,1059860,1,70,Konohana¥³¥Î¥Ï¥Ê,50,274,60,40,60,grass,dark,28,3,0
Shiftry,"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pok¨¦mon,60,1059860,1.3,90,Dirteng¥À©`¥Æ¥ó¥°,50,275,90,60,80,grass,dark,59.6,3,0
Taillow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow Pok¨¦mon,30,1059860,0.3,40,Subame¥¹¥Ð¥á,50,276,30,30,85,normal,flying,2.3,3,0
Swellow,"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pok¨¦mon,60,1059860,0.7,60,Ohsubame¥ª¥ª¥¹¥Ð¥á,50,277,75,50,125,normal,flying,19.8,3,0
Wingull,"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull Pok¨¦mon,30,1000000,0.6,40,Camome¥­¥ã¥â¥á,50,278,55,30,85,water,flying,9.5,3,0
Pelipper,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pok¨¦mon,100,1000000,1.2,60,Pelipper¥Ú¥ê¥Ã¥Ñ©`,50,279,95,70,65,water,flying,28,3,0
Ralts,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pok¨¦mon,25,1250000,0.4,28,Ralts¥é¥ë¥È¥¹,50,280,45,35,40,psychic,fairy,6.6,3,0
Kirlia,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pok¨¦mon,35,1250000,0.8,38,Kirlia¥­¥ë¥ê¥¢,50,281,65,55,50,psychic,fairy,20.2,3,0
Gardevoir,"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pok¨¦mon,65,1250000,1.6,68,Sirnight¥µ©`¥Ê¥¤¥È,50,282,165,135,100,psychic,fairy,48.4,3,0
Surskit,"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,Pond Skater Pok¨¦mon,32,1000000,0.5,40,Ametama¥¢¥á¥¿¥Þ,50,283,50,52,65,bug,water,1.7,3,0
Masquerain,"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pok¨¦mon,62,1000000,0.8,70,Amemoth¥¢¥á¥â©`¥¹,50,284,100,82,80,bug,flying,3.6,3,0
Shroomish,"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,Mushroom Pok¨¦mon,60,1640000,0.4,60,Kinococo¥­¥Î¥³¥³,50,285,40,60,35,grass,,4.5,3,0
Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom Pok¨¦mon,80,1640000,1.2,60,Kinogassa¥­¥Î¥¬¥Ã¥µ,50,286,60,60,70,grass,fighting,39.2,3,0
Slakoth,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,Slacker Pok¨¦mon,60,1250000,0.8,60,Namakero¥Ê¥Þ¥±¥í,50,287,35,35,30,normal,,24,3,0
Vigoroth,['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey Pok¨¦mon,80,1250000,1.4,80,Yarukimono¥ä¥ë¥­¥â¥Î,50,288,55,55,90,normal,,46.5,3,0
Slaking,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy Pok¨¦mon,100,1250000,2,150,Kekking¥±¥Ã¥­¥ó¥°,50,289,95,65,100,normal,,130.5,3,0
Nincada,"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee Pok¨¦mon,90,600000,0.5,31,Tutinin¥Ä¥Á¥Ë¥ó,50,290,30,30,40,bug,ground,5.5,3,0
Ninjask,"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja Pok¨¦mon,45,600000,0.8,61,Tekkanin¥Æ¥Ã¥«¥Ë¥ó,50,291,50,50,160,bug,flying,12,3,0
Shedinja,['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,Shed Pok¨¦mon,45,600000,0.8,1,Nukenin¥Ì¥±¥Ë¥ó,,292,30,30,40,bug,ghost,1.2,3,0
Whismur,"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,Whisper Pok¨¦mon,23,1059860,0.6,64,Gonyonyo¥´¥Ë¥ç¥Ë¥ç,50,293,51,23,28,normal,,16.3,3,0
Loudred,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pok¨¦mon,43,1059860,1,84,Dogohmb¥É¥´©`¥à,50,294,71,43,48,normal,,40.5,3,0
Exploud,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pok¨¦mon,63,1059860,1.5,104,Bakuong¥Ð¥¯¥ª¥ó¥°,50,295,91,73,68,normal,,84,3,0
Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts Pok¨¦mon,30,1640000,1,72,Makunoshita¥Þ¥¯¥Î¥·¥¿,75.4,296,20,30,25,fighting,,86.4,3,0
Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust Pok¨¦mon,60,1640000,2.3,144,Hariteyama¥Ï¥ê¥Æ¥ä¥Þ,75.4,297,40,60,50,fighting,,253.8,3,0
Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,Polka Dot Pok¨¦mon,40,800000,0.2,50,Ruriri¥ë¥ê¥ê,24.6,298,20,40,20,normal,fairy,2,3,0
Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pok¨¦mon,135,1000000,1,30,Nosepass¥Î¥º¥Ñ¥¹,50,299,45,90,30,rock,,97,3,0
Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,Kitten Pok¨¦mon,45,800000,0.6,50,Eneco¥¨¥Í¥³,24.6,300,35,35,50,normal,,11,3,0
Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim Pok¨¦mon,65,800000,1.1,70,Enekororo¥¨¥Í¥³¥í¥í,24.6,301,55,55,90,normal,,32.6,3,0
Sableye,"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,480,45,Darkness Pok¨¦mon,125,1059860,0.5,50,Yamirami¥ä¥ß¥é¥ß,50,302,85,115,20,dark,ghost,11,3,0
Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pok¨¦mon,125,800000,0.6,50,Kucheat¥¯¥Á©`¥È,50,303,55,95,50,steel,fairy,11.5,3,0
Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,330,180,Iron Armor Pok¨¦mon,100,1250000,0.4,50,Cokodora¥³¥³¥É¥é,50,304,40,40,30,steel,rock,60,3,0
Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor Pok¨¦mon,140,1250000,0.9,60,Kodora¥³¥É¥é,50,305,50,50,40,steel,rock,120,3,0
Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,630,45,Iron Armor Pok¨¦mon,230,1250000,2.1,70,Bossgodora¥Ü¥¹¥´¥É¥é,50,306,60,80,50,steel,rock,360,3,0
Meditite,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate Pok¨¦mon,55,1000000,0.6,30,Asanan¥¢¥µ¥Ê¥ó,50,307,40,55,60,fighting,psychic,11.2,3,0
Medicham,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pok¨¦mon,85,1000000,1.3,60,Charem¥Á¥ã©`¥ì¥à,50,308,80,85,100,fighting,psychic,31.5,3,0
Electrike,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning Pok¨¦mon,40,1250000,0.6,40,Rakurai¥é¥¯¥é¥¤,50,309,65,40,65,electric,,15.2,3,0
Manectric,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pok¨¦mon,80,1250000,1.5,70,Livolt¥é¥¤¥Ü¥ë¥È,50,310,135,80,135,electric,,40.2,3,0
Plusle,"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pok¨¦mon,40,1000000,0.4,60,Prasle¥×¥é¥¹¥ë,50,311,85,75,95,electric,,4.2,3,0
Minun,"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pok¨¦mon,50,1000000,0.4,60,Minun¥Þ¥¤¥Ê¥ó,50,312,75,85,95,electric,,4.2,3,0
Volbeat,"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly Pok¨¦mon,75,600000,0.7,65,Barubeat¥Ð¥ë¥Ó©`¥È,100,313,47,85,85,bug,,17.7,3,0
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pok¨¦mon,75,1640000,0.6,65,Illumise¥¤¥ë¥ß©`¥¼,0,314,73,85,85,bug,,17.7,3,0
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn Pok¨¦mon,45,1059860,0.3,50,Roselia¥í¥¼¥ê¥¢,50,315,100,80,65,grass,poison,2,3,0
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach Pok¨¦mon,53,1640000,0.4,70,Gokulin¥´¥¯¥ê¥ó,50,316,43,53,40,poison,,10.3,3,0
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag Pok¨¦mon,83,1640000,1.7,100,Marunoom¥Þ¥ë¥Î©`¥à,50,317,73,83,55,poison,,80,3,0
Carvanha,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,305,225,Savage Pok¨¦mon,20,1250000,0.8,45,Kibanha¥­¥Ð¥Ë¥¢,50,318,65,20,65,water,dark,20.8,3,0
Sharpedo,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,560,60,Brutal Pok¨¦mon,70,1250000,1.8,70,Samehader¥µ¥á¥Ï¥À©`,50,319,110,65,105,water,dark,88.8,3,0
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,400,125,Ball Whale Pok¨¦mon,35,1640000,2,130,Hoeruko¥Û¥¨¥ë¥³,50,320,70,35,60,water,,130,3,0
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale Pok¨¦mon,45,1640000,14.5,170,Whaloh¥Û¥¨¥ë¥ª©`,50,321,90,45,60,water,,398,3,0
Numel,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pok¨¦mon,40,1000000,0.7,60,Donmel¥É¥ó¥á¥ë,50,322,65,45,35,fire,ground,24,3,0
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,560,150,Eruption Pok¨¦mon,100,1000000,1.9,70,Bakuuda¥Ð¥¯©`¥À,50,323,145,105,20,fire,ground,220,3,0
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal Pok¨¦mon,140,1000000,0.5,70,Cotoise¥³©`¥¿¥¹,50,324,85,70,20,fire,,80.4,3,0
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce Pok¨¦mon,35,800000,0.7,60,Baneboo¥Ð¥Í¥Ö©`,50,325,70,80,60,psychic,,30.6,3,0
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pok¨¦mon,65,800000,0.9,80,Boopig¥Ö©`¥Ô¥Ã¥°,50,326,90,110,80,psychic,,71.5,3,0
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda Pok¨¦mon,60,800000,1.1,60,Patcheel¥Ñ¥Ã¥Á©`¥ë,50,327,60,60,60,normal,,5,3,0
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,Ant Pit Pok¨¦mon,45,1059860,0.7,45,Nuckrar¥Ê¥Ã¥¯¥é©`,50,328,45,45,10,ground,,15,3,0
Vibrava,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,Vibration Pok¨¦mon,50,1059860,1.1,50,Vibrava¥Ó¥Ö¥é©`¥Ð,50,329,50,50,70,ground,dragon,15.3,3,0
Flygon,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pok¨¦mon,80,1059860,2,80,Flygon¥Õ¥é¥¤¥´¥ó,50,330,80,80,100,ground,dragon,82,3,0
Cacnea,"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus Pok¨¦mon,40,1059860,0.4,50,Sabonea¥µ¥Ü¥Í¥¢,50,331,85,40,35,grass,,51.3,3,0
Cacturne,"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow Pok¨¦mon,60,1059860,1.3,70,Noctus¥Î¥¯¥¿¥¹,50,332,115,60,55,grass,dark,77.4,3,0
Swablu,"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pok¨¦mon,60,600000,0.4,45,Tyltto¥Á¥ë¥Ã¥È,50,333,40,75,50,normal,flying,1.2,3,0
Altaria,"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pok¨¦mon,110,600000,1.1,75,Tyltalis¥Á¥ë¥¿¥ê¥¹,50,334,110,105,80,dragon,flying,20.6,3,0
Zangoose,"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret Pok¨¦mon,60,600000,1.3,73,Zangoose¥¶¥ó¥°©`¥¹,50,335,60,60,90,normal,,40.3,3,0
Seviper,"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake Pok¨¦mon,60,1640000,2.7,73,Habunake¥Ï¥Ö¥Í©`¥¯,50,336,100,60,65,poison,,52.5,3,0
Lunatone,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pok¨¦mon,65,800000,1,90,Lunatone¥ë¥Ê¥È©`¥ó,,337,95,85,70,rock,psychic,168,3,0
Solrock,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite Pok¨¦mon,85,800000,1.2,90,Solrock¥½¥ë¥í¥Ã¥¯,,338,55,65,70,rock,psychic,154,3,0
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers Pok¨¦mon,43,1000000,0.4,50,Dojoach¥É¥¸¥ç¥Ã¥Á,50,339,46,41,60,water,ground,1.9,3,0
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers Pok¨¦mon,73,1000000,0.9,110,Namazun¥Ê¥Þ¥º¥ó,50,340,76,71,60,water,ground,23.6,3,0
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian Pok¨¦mon,65,1640000,0.6,43,Heigani¥Ø¥¤¥¬¥Ë,50,341,50,35,35,water,,11.5,3,0
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue Pok¨¦mon,85,1640000,1.1,63,Shizariger¥·¥¶¥ê¥¬©`,50,342,90,55,55,water,dark,32.8,3,0
Baltoy,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll Pok¨¦mon,55,1000000,0.5,40,Yajilon¥ä¥¸¥í¥ó,,343,40,70,55,ground,psychic,21.5,3,0
Claydol,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll Pok¨¦mon,105,1000000,1.5,60,Nendoll¥Í¥ó¥É©`¥ë,,344,70,120,75,ground,psychic,108,3,0
Lileep,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pok¨¦mon,77,600000,1,66,Lilyla¥ê¥ê©`¥é,88.1,345,61,87,23,rock,grass,23.8,3,0
Cradily,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle Pok¨¦mon,97,600000,1.5,86,Yuradle¥æ¥ì¥¤¥É¥ë,88.1,346,81,107,43,rock,grass,60.4,3,0
Anorith,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp Pok¨¦mon,50,600000,0.7,45,Anopth¥¢¥Î¥×¥¹,88.1,347,40,50,75,rock,bug,12.5,3,0
Armaldo,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate Pok¨¦mon,100,600000,1.5,75,Armaldo¥¢©`¥Þ¥ë¥É,88.1,348,70,80,45,rock,bug,68.2,3,0
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish Pok¨¦mon,20,600000,0.6,20,Hinbass¥Ò¥ó¥Ð¥¹,50,349,10,55,80,water,,7.4,3,0
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pok¨¦mon,79,600000,6.2,95,Milokaross¥ß¥í¥«¥í¥¹,50,350,100,125,81,water,,162,3,0
Castform,['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather Pok¨¦mon,70,1000000,0.3,70,Powalen¥Ý¥ï¥ë¥ó,50,351,70,70,70,normal,,0.8,3,0
Kecleon,"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pok¨¦mon,70,1059860,1,60,Kakureon¥«¥¯¥ì¥ª¥ó,50,352,60,120,40,normal,,22,3,0
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet Pok¨¦mon,35,800000,0.6,44,Kagebouzu¥«¥²¥Ü¥¦¥º,50,353,63,33,45,ghost,,2.3,3,0
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette Pok¨¦mon,75,800000,1.1,64,Juppeta¥¸¥å¥Ú¥Ã¥¿,50,354,93,83,75,ghost,,12.5,3,0
Duskull,"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pok¨¦mon,90,800000,0.8,20,Yomawaru¥è¥Þ¥ï¥ë,50,355,30,90,25,ghost,,15,3,0
Dusclops,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon Pok¨¦mon,130,800000,1.6,40,Samayouru¥µ¥Þ¥è©`¥ë,50,356,60,130,25,ghost,,30.6,3,0
